COUNTY,tag,value,cost,event,median,postbirth,prebirth,prescript,total,claim,recipi,measure
DAVIESS,Prescription Related Claims of Mothers with an ER Visit,6076,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DAVIESS,Prescription Related Claims of Mothers with an ER Visit,2561,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DAVIESS,Prescription Related Claims of Mothers with an ER Visit,3515,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,13.59,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,11.37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,111761.37,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,123523.11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,235284.48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,3891,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,2100,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DEARBORN,Prescription Related Claims of Mothers with an ER Visit,1791,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
DECATUR,Prescription Related Claims of Mothers with an ER Visit,15.14,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
DECATUR,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
DECATUR,Prescription Related Claims of Mothers with an ER Visit,134002.1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
DECATUR,Prescription Related Claims of Mothers with an ER Visit,58555.59,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
DECATUR,Prescription Related Claims of Mothers with an ER Visit,192557.69,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
DECATUR,Prescription Related Claims of Mothers with an ER Visit,3520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DECATUR,Prescription Related Claims of Mothers with an ER Visit,1973,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DECATUR,Prescription Related Claims of Mothers with an ER Visit,1547,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
DEKALB,Prescription Related Claims of Mothers with an ER Visit,12.24,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
DEKALB,Prescription Related Claims of Mothers with an ER Visit,12.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
DEKALB,Prescription Related Claims of Mothers with an ER Visit,525378.87,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
DEKALB,Prescription Related Claims of Mothers with an ER Visit,561873.37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
DEKALB,Prescription Related Claims of Mothers with an ER Visit,1087252.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
DEKALB,Prescription Related Claims of Mothers with an ER Visit,9247,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DEKALB,Prescription Related Claims of Mothers with an ER Visit,4664,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DEKALB,Prescription Related Claims of Mothers with an ER Visit,4583,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,10.66,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,10.34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,559778.62,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,659507.42,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,1219286.04,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,21946,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,9346,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DELAWARE,Prescription Related Claims of Mothers with an ER Visit,12600,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,12.65,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,10.66,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,246718.17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,275158.59,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,521876.76,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,5181,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,1915,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
DUBOIS,Prescription Related Claims of Mothers with an ER Visit,3266,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
ELKHART,Prescription Related Claims of Mothers with an ER Visit,10.81,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
ELKHART,Prescription Related Claims of Mothers with an ER Visit,10.99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
ELKHART,Prescription Related Claims of Mothers with an ER Visit,1561205.9,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
ELKHART,Prescription Related Claims of Mothers with an ER Visit,1103754.97,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
ELKHART,Prescription Related Claims of Mothers with an ER Visit,2664960.87,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
ELKHART,Prescription Related Claims of Mothers with an ER Visit,31228,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
ELKHART,Prescription Related Claims of Mothers with an ER Visit,15396,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
ELKHART,Prescription Related Claims of Mothers with an ER Visit,15832,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,14.87,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,185094.74,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,110422.07,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,295516.81,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,4629,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,2359,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
FAYETTE,Prescription Related Claims of Mothers with an ER Visit,2270,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
FLOYD,Prescription Related Claims of Mothers with an ER Visit,14.16,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
FLOYD,Prescription Related Claims of Mothers with an ER Visit,11.64,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
FLOYD,Prescription Related Claims of Mothers with an ER Visit,433493.33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
FLOYD,Prescription Related Claims of Mothers with an ER Visit,357195.62,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
FLOYD,Prescription Related Claims of Mothers with an ER Visit,790688.95,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
FLOYD,Prescription Related Claims of Mothers with an ER Visit,9614,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
FLOYD,Prescription Related Claims of Mothers with an ER Visit,4682,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
FLOYD,Prescription Related Claims of Mothers with an ER Visit,4932,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,11.63,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,12.09,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,109100.69,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,112434.64,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,221535.33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,4140,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,2414,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
FOUNTAIN,Prescription Related Claims of Mothers with an ER Visit,1726,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,11.94,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,12.13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,34386.81,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,35822.16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,70208.97,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,1205,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,583,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
FRANKLIN,Prescription Related Claims of Mothers with an ER Visit,622,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
FULTON,Prescription Related Claims of Mothers with an ER Visit,10.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
FULTON,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
FULTON,Prescription Related Claims of Mothers with an ER Visit,251539.05,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
FULTON,Prescription Related Claims of Mothers with an ER Visit,39617.33,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
FULTON,Prescription Related Claims of Mothers with an ER Visit,291156.38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
FULTON,Prescription Related Claims of Mothers with an ER Visit,1360,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
FULTON,Prescription Related Claims of Mothers with an ER Visit,687,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
FULTON,Prescription Related Claims of Mothers with an ER Visit,673,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
GIBSON,Prescription Related Claims of Mothers with an ER Visit,20.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
GIBSON,Prescription Related Claims of Mothers with an ER Visit,14.16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
GIBSON,Prescription Related Claims of Mothers with an ER Visit,1049473.04,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
GIBSON,Prescription Related Claims of Mothers with an ER Visit,521172.35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
GIBSON,Prescription Related Claims of Mothers with an ER Visit,1570645.39,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
GIBSON,Prescription Related Claims of Mothers with an ER Visit,13479,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
GIBSON,Prescription Related Claims of Mothers with an ER Visit,7767,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
GIBSON,Prescription Related Claims of Mothers with an ER Visit,5712,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
GRANT,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
GRANT,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
GRANT,Prescription Related Claims of Mothers with an ER Visit,622080.83,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
GRANT,Prescription Related Claims of Mothers with an ER Visit,709524.05,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
GRANT,Prescription Related Claims of Mothers with an ER Visit,1331604.88,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
GRANT,Prescription Related Claims of Mothers with an ER Visit,17241,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
GRANT,Prescription Related Claims of Mothers with an ER Visit,6368,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
GRANT,Prescription Related Claims of Mothers with an ER Visit,10873,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
GREENE,Prescription Related Claims of Mothers with an ER Visit,13.12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
GREENE,Prescription Related Claims of Mothers with an ER Visit,10.26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
GREENE,Prescription Related Claims of Mothers with an ER Visit,298030.3,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
GREENE,Prescription Related Claims of Mothers with an ER Visit,226070.42,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
GREENE,Prescription Related Claims of Mothers with an ER Visit,524100.72,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
GREENE,Prescription Related Claims of Mothers with an ER Visit,4581,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
GREENE,Prescription Related Claims of Mothers with an ER Visit,2497,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
GREENE,Prescription Related Claims of Mothers with an ER Visit,2084,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,12.9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,10.99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,411684.82,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,237430.75,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,649115.57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,8131,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,4625,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
HAMILTON,Prescription Related Claims of Mothers with an ER Visit,3506,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,15.49,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,230234.81,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,147161.17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,377395.98,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,5269,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,2796,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
HANCOCK,Prescription Related Claims of Mothers with an ER Visit,2473,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
HARRISON,Prescription Related Claims of Mothers with an ER Visit,11.91,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
HARRISON,Prescription Related Claims of Mothers with an ER Visit,13.86,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
HARRISON,Prescription Related Claims of Mothers with an ER Visit,109587.12,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
HARRISON,Prescription Related Claims of Mothers with an ER Visit,147450.51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
HARRISON,Prescription Related Claims of Mothers with an ER Visit,257037.63,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
HARRISON,Prescription Related Claims of Mothers with an ER Visit,4290,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
HARRISON,Prescription Related Claims of Mothers with an ER Visit,1728,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
HARRISON,Prescription Related Claims of Mothers with an ER Visit,2562,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,14.09,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,279707.33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,256306.9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,536014.23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,9440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,4800,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
HENDRICKS,Prescription Related Claims of Mothers with an ER Visit,4640,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
HENRY,Prescription Related Claims of Mothers with an ER Visit,10.58,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Median Postbirth Cost
HENRY,Prescription Related Claims of Mothers with an ER Visit,10.26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Median Prebirth Cost
HENRY,Prescription Related Claims of Mothers with an ER Visit,687540.98,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Postbirth Prescription Event Cost
HENRY,Prescription Related Claims of Mothers with an ER Visit,294568.21,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Prebirth Prescription Event Cost
HENRY,Prescription Related Claims of Mothers with an ER Visit,982109.19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Cost
HENRY,Prescription Related Claims of Mothers with an ER Visit,11462,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescriptions
HENRY,Prescription Related Claims of Mothers with an ER Visit,5390,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Total Prescription Postbirth Events
HENRY,Prescription Related Claims of Mothers with an ER Visit,6072,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Total Prescription Prebirth Events
